id,status_group
28628,functional
36240,functional
15945,functional
38705,non functional
1121,functional
14708,functional
14151,functional
7318,functional
63612,functional
3321,functional
73632,non functional
72355,functional
63841,functional
18006,non functional
13220,functional
52088,functional
14865,functional
66261,non functional
50644,non functional
71461,functional
43239,functional
32291,non functional
48116,non functional
27614,functional
64045,functional
58618,functional
35743,functional
61954,functional
64801,functional
63661,non functional
41537,functional
11942,non functional
66097,non functional
24266,functional
32300,non functional
52092,non functional
42912,functional
50498,non functional
23828,functional
31425,functional
62487,functional
1901,non functional
27458,functional
13259,functional
64747,functional
11095,non functional
50055,non functional
69031,functional
65877,non functional
10858,functional
67726,functional
46822,functional
43818,functional
16988,non functional
12913,functional
36997,non functional
7301,functional
32415,functional
50308,functional
62020,functional
29268,functional
74184,functional
67687,functional
42816,functional
547,non functional
25410,non functional
73791,non functional
54494,functional
50634,functional
20889,non functional
20603,functional needs repair
6151,functional
55569,functional
35221,functional needs repair
67630,functional
30611,non functional
28075,functional
35852,functional
63586,functional
62562,non functional
7228,functional
57333,functional
13609,functional
14483,functional
56101,non functional
14046,non functional
42124,non functional
26183,functional
58184,functional
40983,non functional
14256,functional
55150,functional
1819,non functional
24155,functional
65836,non functional
30949,functional
27156,functional
5851,non functional
20570,functional
32080,functional
26196,non functional
31604,functional
43726,functional
20318,non functional
10512,functional
69352,functional
4765,functional
63436,non functional
42382,functional needs repair
9364,functional
49404,functional
154,functional
59676,functional
18190,non functional
18521,non functional
65305,non functional
5098,functional
47491,functional
48637,functional
45632,non functional
52421,non functional
39864,functional
8323,functional
52187,functional
68150,functional
26021,non functional
40994,non functional
72334,non functional
41898,functional
13086,non functional
15817,functional
38866,non functional
53443,functional
36477,functional
41328,functional
61130,functional
38685,non functional
56234,functional
43896,functional
10007,functional
2049,non functional
2544,functional
22483,functional
36236,non functional
72219,functional
10911,functional
30975,functional
9607,non functional
62746,functional needs repair
47902,functional
19083,functional
61474,non functional
6625,functional
41287,functional
50653,functional
7236,non functional
34575,non functional
13491,functional
56664,non functional
62968,non functional
61977,functional
50335,functional
56890,functional
58685,functional
63351,non functional
22616,functional
36408,functional
42175,non functional
17170,non functional
18092,functional
43530,functional
32032,functional
53946,non functional
24384,functional
23485,non functional
33324,functional
27123,functional
43713,functional
57102,non functional
33066,functional
22634,non functional
36820,functional
27682,non functional
4956,functional
30477,functional
34585,functional
561,non functional
28404,functional
69329,non functional
13287,non functional
26832,non functional
61232,functional needs repair
20718,non functional
35046,non functional
3649,functional
32886,functional needs repair
18691,functional
11414,non functional
40886,functional
53817,functional
32305,functional
41754,functional
35451,functional
49989,non functional
11782,non functional
51187,functional
23879,non functional
73248,functional
15989,functional
30014,non functional
40533,non functional
52854,functional
44792,non functional
11353,functional
49867,functional
47636,functional
65130,functional
66362,non functional
54916,functional
64207,functional
36083,functional needs repair
22654,non functional
41793,functional
10967,functional
54923,functional
69759,functional
38964,functional
42772,functional
69135,functional
69271,non functional
32902,functional
44978,functional
58649,functional
65478,functional
7424,non functional
69040,functional
26921,functional
21918,functional
27265,functional
10833,functional
63206,functional
19867,functional
32141,functional
16989,functional
20013,functional
27820,non functional
21735,functional
40269,functional
36572,non functional
30225,non functional
52922,functional
63074,functional
11357,functional
64037,non functional
7174,functional
64017,non functional
46109,functional
31830,functional
28424,functional
17075,functional
8785,functional
71436,functional
35351,functional
22310,functional
1274,non functional
16768,functional
68780,non functional
14777,non functional
9387,functional
30056,functional
39410,functional
63287,functional
17573,functional
34068,functional
8540,functional
8151,functional
65485,functional
30843,functional
72265,functional
43366,functional
35135,non functional
60107,functional
35576,non functional
7773,non functional
31904,functional
17473,non functional
56891,functional
11626,functional
41523,non functional
73662,non functional
2581,non functional
65447,functional
25322,functional
25020,non functional
69812,non functional
73511,non functional
73564,non functional
18359,functional
20730,non functional
38709,functional
14368,non functional
72510,functional
59861,functional
50657,non functional
50259,functional
28611,functional
61030,non functional
42249,non functional
57372,functional
29808,functional
56189,functional needs repair
40512,functional
67683,non functional
50217,non functional
6238,functional
55092,functional
54937,non functional
4588,non functional
18308,non functional
23029,functional
49875,non functional
11068,functional
31919,functional
70919,functional
23681,non functional
61216,non functional
35967,functional
11113,functional
52776,functional
11507,non functional
33211,functional
71106,non functional
36196,non functional
56613,functional
13083,functional
55972,functional
8125,functional
68705,functional
9122,functional
40241,functional
64913,functional
28023,non functional
71884,functional
48960,functional
17188,functional
4518,non functional
37148,functional
64386,non functional
20674,functional
69859,non functional
6934,functional
65772,functional
26950,non functional
12063,non functional
7580,functional
70270,non functional
49725,non functional
21578,functional
12369,functional
69891,functional
46214,functional
11623,non functional
45308,functional
71940,functional
52306,functional
50489,functional
22746,functional
19079,functional
33114,functional
3463,functional
61924,functional needs repair
38167,non functional
23522,functional
25823,non functional
31339,functional
29157,non functional
73357,functional
38392,non functional
29645,non functional
10284,non functional
46816,non functional
9295,functional
47183,functional
6256,functional
2203,functional
29516,functional
8410,non functional
32168,functional
58859,non functional
39529,non functional
27294,functional
33250,functional
36057,functional
10031,functional
2151,non functional
552,functional
61887,non functional
31335,functional
8617,non functional
46760,functional
26805,functional
67486,non functional
45591,functional
47694,functional
21355,functional
31189,functional
38432,non functional
43462,non functional
36894,functional
61686,functional
54784,functional
53768,non functional
33461,non functional
68492,functional
18401,functional
42483,functional
7955,non functional
71365,functional
33389,functional needs repair
26479,functional
28333,non functional
60249,functional
8138,functional
18306,functional
62623,functional
70923,non functional
32198,functional
15752,functional
42530,functional
72147,functional
16153,non functional
56416,functional
32792,functional
3670,functional
43650,functional
49763,functional
3778,functional
69500,functional needs repair
72245,non functional
62028,functional
36924,non functional
64979,non functional
40626,non functional
71906,non functional
27998,functional
47988,functional
32027,functional
51245,functional
38203,functional
34442,non functional
70011,non functional
24399,functional
3942,functional needs repair
34602,functional
58605,functional
3742,functional
5186,non functional
18632,functional
73753,functional
3227,non functional
58525,functional
11918,functional
25996,functional
50926,non functional
25228,functional
24064,functional
22168,functional
47754,non functional
21654,non functional
19626,functional
20166,non functional
11838,non functional
7250,functional
68797,non functional
54602,functional
21047,functional
41101,non functional
29037,non functional
36857,functional
47853,functional
4927,non functional
389,non functional
62303,functional
43383,functional
30752,functional
3925,non functional
51957,functional
45104,functional
61591,functional
8351,functional
5572,non functional
21826,non functional
10314,functional
47519,functional
57157,non functional
7546,functional
72498,functional needs repair
8864,non functional
34537,non functional
59266,functional
8796,non functional
27254,non functional
12933,functional
2882,functional needs repair
23001,non functional
4779,non functional
32891,functional
43294,non functional
13902,non functional
563,non functional
49047,functional
69035,functional
12080,functional
10963,functional
45499,functional
53809,functional
5382,functional
27556,functional
73572,functional
9125,functional
1049,functional
52787,functional
70961,functional
64603,functional
38332,functional
29099,functional needs repair
217,non functional
21899,functional
2869,non functional
67871,functional
51288,functional
38923,non functional
56426,non functional
4167,functional
60839,functional
55835,non functional
67421,non functional
34155,non functional
28227,non functional
42874,functional
18052,non functional
40309,non functional
41812,functional
30087,functional
42079,functional
11417,functional
62282,functional
40435,functional
41614,functional
36828,non functional
68891,functional
18652,non functional
56310,functional
54428,functional
18151,non functional
52518,non functional
3313,functional
66690,functional
2382,functional
50611,functional needs repair
5620,non functional
45633,functional
56962,non functional
30501,functional
56112,functional
1024,non functional
14503,non functional
58854,functional
621,functional
43715,functional
44491,functional
45159,functional
16346,functional
9097,non functional
24390,non functional
37206,non functional
55932,functional needs repair
31489,functional
24085,functional
27502,functional
38662,functional
68248,non functional
26736,non functional
62767,functional
29238,functional
8312,functional
73263,functional
22628,functional
47457,functional
61836,functional
62960,non functional
74241,functional
65346,functional
30125,non functional
18470,functional
1745,functional
17578,functional
4843,functional
68578,non functional
60536,non functional
69942,non functional
18643,functional
23359,non functional
61625,non functional
61553,non functional
4682,functional
29748,non functional
51741,functional
73921,non functional
9883,non functional
3145,non functional
43936,functional
54231,functional
47322,functional
1869,functional
57437,functional
67493,non functional
58194,non functional
10626,functional
45361,non functional
31200,non functional
21571,functional
52224,non functional
29094,functional
29447,non functional
10172,non functional
48203,non functional
56867,functional
72249,functional
23092,non functional
10492,functional
26995,functional needs repair
33481,non functional
68763,non functional
37599,functional
24662,functional needs repair
6090,functional
22924,functional
24833,functional needs repair
27684,functional
24134,functional
68397,functional
46432,non functional
53687,functional
64324,functional
39881,non functional
19067,non functional
37165,functional
5608,non functional
37930,functional
53902,non functional
63242,functional
60228,functional
10483,functional
33174,functional
56544,functional
40995,functional
16348,functional
65937,non functional
47466,non functional
15020,non functional
64135,functional
35710,functional
67569,functional
3000,functional
30153,non functional
40291,functional
53063,non functional
20855,functional
42569,non functional
7422,functional
38147,functional
66433,non functional
33962,non functional
5157,functional
15146,non functional
41321,functional
35584,functional needs repair
61931,non functional
8313,non functional
3745,functional
21322,functional needs repair
53245,functional
42042,non functional
19198,functional
14382,non functional
17990,functional
26047,functional
54779,non functional
23301,functional
55632,functional
22508,functional
70661,functional
26086,functional
62791,non functional
11674,non functional
41721,functional
29882,functional
6597,functional
15140,non functional
40153,functional
47738,non functional
48275,non functional
45330,non functional
36289,functional
65396,non functional
17847,functional
51259,non functional
12671,functional
35608,functional
6719,non functional
54606,functional
52004,non functional
20873,functional
41885,functional
50368,functional
6540,functional
28349,functional
15601,functional
11778,non functional
71241,non functional
4589,functional
40817,functional needs repair
27341,functional
63749,functional
43960,functional
4401,non functional
2941,non functional
9834,functional
71721,functional
57878,functional
24689,non functional
59358,non functional
7114,functional
34705,functional
7346,functional
45972,non functional
15874,functional
70535,functional
70688,functional
19184,functional
11347,functional
27858,functional
60065,functional
7353,functional
48261,non functional
6107,functional
51466,non functional
54716,functional
12229,non functional
41159,functional
2831,functional
68502,non functional
12026,non functional
20464,functional
22839,functional
34558,non functional
70568,functional
6885,non functional
50946,non functional
21456,non functional
14958,functional
40355,functional
21618,non functional
69047,functional
55275,functional
72033,functional
68560,functional
54696,functional
33914,functional
67916,non functional
8162,functional
7001,functional
14856,functional needs repair
45848,functional
57430,functional
20057,non functional
8402,functional
743,non functional
62335,functional
41455,functional
56709,functional
20439,non functional
47955,non functional
5281,functional needs repair
70268,non functional
68550,functional
67128,non functional
23921,non functional
66795,functional
51302,functional
42470,non functional
66630,non functional
27482,functional
31101,non functional
56240,functional
10852,functional
66676,functional
7425,functional
12518,functional
15205,functional
27871,functional
27842,functional
16591,functional
47005,functional
3466,functional
34734,functional
11786,functional
62938,functional
52715,functional
28624,non functional
51523,functional
55155,functional
61763,functional
14357,non functional
14431,non functional
40579,non functional
23798,functional
41318,functional
32274,non functional
66254,functional
18216,non functional
21020,functional
21369,functional
49931,functional
1020,functional
14472,non functional
42357,functional
11680,functional
9140,functional
12479,functional
48420,non functional
61080,functional
28641,non functional
21741,functional
57250,functional
32368,functional
61651,functional
46543,functional
20527,functional
32379,non functional
67402,functional
68669,functional
14537,non functional
19512,functional
39821,functional
68286,non functional
70053,functional
29474,functional
54475,functional
8783,non functional
37295,functional
15136,functional
15784,functional
69288,non functional
71760,functional
30980,functional
31139,non functional
8238,functional
28368,functional
46587,non functional
35443,non functional
61593,functional
45596,non functional
70470,functional
21361,functional
54082,functional
7927,functional
70259,functional
64290,functional
31030,functional
41893,functional
30278,functional
35328,functional
40860,functional
7588,non functional
33642,functional
64853,functional
71595,non functional
36729,functional
22195,functional
56211,functional
70074,non functional
1826,non functional
53284,non functional
68837,functional
65650,functional
9261,functional
15321,functional
59398,non functional
63740,non functional
9045,functional
36222,functional
9432,non functional
11205,functional
6645,functional
27873,non functional
38255,non functional
1131,non functional
35413,non functional
47597,functional
32749,non functional
7762,functional
62124,functional
13990,functional
19364,non functional
64606,functional
407,non functional
2255,non functional
18300,functional
13361,functional
38375,non functional
1372,non functional
30255,non functional
33602,functional
28895,functional
74092,functional
38318,functional
55149,non functional
35546,functional
16340,functional
18981,functional
63164,non functional
49943,functional
10413,functional needs repair
6608,functional
52848,functional
6819,functional
36003,functional
32453,non functional
59909,functional
45768,functional
19891,functional
41497,functional
35469,non functional
32890,functional
56303,functional
47352,functional
23663,non functional
15906,non functional
59434,functional
68087,functional
32344,functional
67015,functional
1589,functional
34091,non functional
5526,functional
69400,non functional
10539,functional
70066,functional
44767,non functional
27875,functional
32267,functional
62482,non functional
64827,functional
62456,non functional
18979,functional
45976,functional
60055,non functional
61337,non functional
2758,functional
16172,functional
19503,non functional
40722,functional
3424,non functional
949,non functional
39896,functional
60638,non functional
71659,non functional
61973,functional
18291,functional
74234,functional
755,functional
56245,non functional
52684,functional
48339,functional
35290,non functional
68882,non functional
41819,functional
35246,functional
24939,non functional
43599,functional
63218,non functional
46983,functional
6745,functional
48381,non functional
59523,functional
46352,functional
11650,functional
34053,functional needs repair
57123,functional
27270,functional
64323,non functional
37310,functional
54712,functional
29677,functional
62928,non functional
51027,non functional
29902,non functional
19377,functional
13604,functional
33537,functional
51044,functional
33854,non functional
35086,functional
31927,functional
12477,functional needs repair
17951,functional
1540,non functional
37214,non functional
19726,functional
63957,non functional
71796,functional
51198,non functional
18144,functional
38915,functional
60463,non functional
18628,functional
6395,functional
41532,functional
5706,functional
25730,non functional
43039,non functional
13118,functional
65907,functional
33536,non functional
2741,non functional
25478,functional
4893,functional
49600,non functional
44734,functional
16572,functional
60201,functional
10792,functional
12124,functional
55179,functional
29965,non functional
22251,functional
3221,non functional
6276,non functional
23597,non functional
28292,non functional
29417,non functional
21680,functional needs repair
64540,functional
23272,functional
16522,functional
31337,functional
63547,functional
18607,non functional
14721,functional
38671,functional
31569,functional
50559,functional
20548,functional
62680,functional
3157,functional
69499,non functional
61489,non functional
47777,non functional
23762,functional
29739,functional
63042,functional
611,non functional
49530,non functional
34608,functional
37292,non functional
70216,non functional
27932,functional
16471,non functional
67952,functional
32739,functional
51282,functional
59070,functional needs repair
34332,functional
27178,functional
56188,functional
43116,non functional
6491,functional
73429,non functional
13802,functional
24927,non functional
23180,functional
9877,non functional
23343,functional
11737,functional
6687,functional
42794,functional
62820,non functional
65206,functional
57544,non functional
12716,functional
67416,non functional
25263,non functional
11286,non functional
19787,functional
3917,functional
57951,non functional
39343,functional
64563,functional
58651,functional
44351,functional
39349,functional
39074,non functional
49521,functional
16587,functional
25949,functional
39372,functional
19089,functional
67665,functional
57982,functional
24130,non functional
32158,functional
65631,non functional
48335,functional
13837,functional needs repair
71873,functional
24730,functional
9820,functional
50039,functional
35310,functional
27305,non functional
884,functional
52751,functional
24975,functional
63414,non functional
45031,functional
25010,functional
7967,functional
73755,functional
9827,non functional
23492,functional
6998,functional
24759,non functional
9748,functional
18655,functional
5109,functional
7825,functional
39552,functional
53765,non functional
16337,functional
11358,functional
9216,functional
43778,functional
16902,functional
17929,functional needs repair
36249,non functional
23309,functional
74248,functional
19439,non functional
25898,functional
24986,functional
57336,functional
4832,non functional
38655,functional
58378,non functional
66260,functional
67172,functional
19001,non functional
54332,functional
4193,functional
57425,functional
63728,functional
39524,functional
23751,functional
58527,functional
43882,functional
52184,functional
40382,functional needs repair
54510,functional needs repair
4342,non functional
273,functional
52945,functional
67138,non functional
23133,non functional
59363,functional
55495,non functional
15034,functional
10924,functional
29706,non functional
9312,functional
6069,non functional
26188,functional
40878,functional
13063,non functional
45773,functional needs repair
15947,non functional
35612,functional
23649,functional
19240,functional
44496,non functional
5712,non functional
50983,functional
61769,functional
41303,functional
46055,functional
58101,functional
67166,functional needs repair
66185,functional
69637,functional
40731,functional
9018,functional needs repair
23947,functional
43533,functional
65063,functional
19559,functional
997,functional
43558,non functional
53925,functional
54559,non functional
67967,functional
24383,functional
54706,functional
56522,non functional
65880,functional
29592,functional
11836,non functional
71346,functional
61770,functional
26205,non functional
64339,functional
25328,non functional
29322,non functional
38187,functional
57299,functional
55048,functional
22775,non functional
16734,functional
73924,functional
13576,non functional
10272,functional
67331,functional
31359,functional
58373,
10034,
71848,
23826,
32744,
840,
61653,
58492,
55836,
67474,
33989,
73951,
3404,
59875,
67346,
23936,
57758,
12935,
251,
21886,
28989,
70127,
53062,
30891,
41918,
29538,
18328,
14412,
11893,
72023,
66343,
45382,
23285,
57381,
8369,
66506,
23899,
27444,
30988,
61062,
50980,
31529,
44539,
47819,
34276,
31288,
51303,
73437,
26960,
68632,
66792,
39714,
52431,
72339,
46060,
20038,
4705,
67912,
11300,
72175,
42554,
58123,
26228,
143,
63371,
64300,
31506,
54092,
18340,
24853,
40667,
60777,
51544,
23956,
51949,
15018,
23297,
25254,
17197,
34104,
48087,
58320,
73267,
7178,
4655,
57125,
41727,
43747,
29590,
51445,
24095,
13053,
19393,
11014,
60530,
16742,
868,
37318,
58406,
9653,
45969,
55394,
55438,
27577,
66448,
5358,
4917,
38435,
44847,
20072,
63901,
68694,
68379,
65892,
51758,
10710,
6181,
32635,
62802,
59997,
54943,
3341,
56195,
39420,
49133,
8246,
29691,
26966,
50023,
54945,
39311,
33712,
47595,
33796,
29442,
64886,
28219,
428,
3389,
12704,
31516,
61603,
16106,
30129,
73629,
41192,
61884,
59911,
11365,
10842,
66410,
5794,
7030,
61156,
2899,
50427,
37335,
58849,
6709,
73342,
22016,
41104,
58528,
3382,
58786,
37823,
28489,
10083,
29265,
34180,
3981,
72834,
69471,
25509,
70377,
12042,
17640,
39478,
30666,
1334,
41309,
61662,
73538,
56179,
49459,
40400,
71321,
1933,
11588,
7723,
34645,
66421,
32241,
35629,
29833,
36133,
68419,
62493,
33182,
41748,
43826,
28717,
23041,
10827,
61253,
57576,
45878,
49563,
19942,
59439,
29832,
1506,
73427,
20066,
66861,
57423,
64571,
37169,
208,
60653,
37992,
29,
3064,
8913,
68760,
19771,
21587,
21249,
18609,
18061,
63915,
55956,
19951,
52334,
53044,
32658,
50768,
4698,
70504,
62900,
61252,
24329,
42166,
57842,
23626,
11324,
453,
22711,
38771,
5522,
63290,
53325,
18627,
45387,
51002,
12017,
60825,
48806,
30481,
46281,
15315,
33035,
6167,
61552,
40352,
37192,
73888,
15771,
1065,
41090,
59355,
40603,
72034,
68687,
27191,
38682,
27793,
36345,
731,
64209,
41965,
64891,
55958,
35363,
32592,
5012,
28270,
30227,
42632,
55479,
53427,
59914,
18309,
4055,
65899,
32411,
38077,
15620,
7342,
13556,
975,
28201,
35492,
46048,
17110,
56296,
65226,
55386,
54250,
53090,
30328,
19028,
21926,
45133,
4855,
2832,
56642,
12285,
7000,
49099,
72346,
47251,
39390,
16876,
21438,
42308,
23868,
16647,
15275,
25082,
43571,
30303,
45726,
12453,
3047,
54286,
60038,
38503,
23564,
23511,
67467,
23163,
60717,
33412,
22811,
30771,
1923,
17453,
4498,
50877,
36462,
60303,
62584,
17153,
24469,
33840,
44998,
54694,
64779,
40730,
19182,
12567,
48915,
2039,
55896,
20662,
70985,
23669,
8449,
49106,
51497,
15517,
43234,
69181,
33746,
18642,
45027,
23403,
53897,
16125,
1419,
30942,
66300,
5529,
72022,
65202,
74074,
6075,
3178,
65151,
24829,
20716,
43988,
32930,
72494,
72952,
28180,
66512,
48258,
16160,
16022,
15662,
62551,
58577,
53111,
69736,
7427,
63505,
27246,
39240,
36078,
27600,
47259,
49176,
15470,
36098,
73544,
14902,
49920,
26055,
44564,
47882,
71004,
38572,
35471,
33244,
62963,
17338,
4814,
6505,
31999,
40741,
70017,
4419,
64634,
57538,
63263,
66379,
63646,
57999,
17339,
20437,
32647,
44531,
36655,
52705,
27883,
56621,
60792,
16298,
10372,
22346,
59691,
38740,
303,
73402,
53950,
11216,
47505,
17838,
35474,
46381,
60312,
39090,
24742,
11783,
22599,
43931,
29020,
64647,
22764,
50133,
13498,
40788,
61499,
38694,
6140,
66728,
60413,
39963,
29797,
35041,
73386,
44448,
50783,
31555,
73952,
69355,
19111,
635,
23883,
6690,
44274,
25081,
20710,
73617,
27937,
10108,
5849,
7848,
704,
40327,
30219,
73638,
16688,
14012,
57519,
6771,
41671,
58994,
58980,
4935,
29178,
9533,
57766,
5411,
68513,
22622,
27092,
48553,
24346,
9665,
61540,
41357,
42138,
23218,
22604,
27284,
60200,
7573,
59143,
73321,
31590,
41036,
2170,
54880,
3605,
65642,
27440,
1099,
42148,
69024,
18824,
21058,
43375,
20698,
23752,
69014,
25154,
21604,
1407,
12686,
891,
30835,
27885,
34836,
37512,
10075,
48483,
44347,
70829,
16391,
21298,
4023,
72636,
259,
4961,
65780,
35844,
55882,
39765,
10301,
8569,
52972,
72592,
35207,
71608,
57197,
28513,
11477,
36041,
6382,
49158,
62048,
48467,
48565,
16775,
19897,
58138,
67366,
50450,
45815,
63874,
69159,
4767,
41508,
27934,
39386,
64159,
31464,
4820,
28743,
25980,
48551,
73156,
27126,
44495,
29884,
49640,
16434,
58694,
62064,
56502,
37379,
51880,
47791,
660,
70015,
57769,
10971,
52009,
56767,
56285,
3429,
46399,
22290,
71086,
31742,
29307,
26089,
63673,
22169,
66731,
69919,
66730,
25173,
25004,
9726,
19296,
60261,
9380,
959,
5547,
22945,
43757,
41580,
67957,
10039,
45305,
40192,
28030,
38006,
65232,
57996,
56370,
29050,
56820,
2709,
2702,
67013,
46274,
18369,
163,
3018,
32725,
37552,
67863,
36522,
51401,
60607,
38468,
9451,
11514,
57382,
8094,
45517,
44945,
42958,
6364,
31745,
12660,
55609,
6609,
9118,
19750,
60263,
29368,
48179,
913,
21610,
4279,
61702,
24295,
31029,
34917,
54143,
48165,
61165,
3511,
27673,
46990,
33691,
51567,
43215,
26957,
33416,
55952,
15766,
40855,
27807,
46443,
18208,
7068,
62712,
53375,
53895,
5245,
72156,
17641,
55850,
35754,
61865,
37403,
64752,
56021,
65703,
1001,
31824,
18836,
3885,
14118,
20043,
9612,
22011,
46128,
60875,
66936,
58928,
15412,
58470,
14158,
71685,
34218,
20975,
23201,
36029,
47768,
15811,
15696,
26130,
66582,
57266,
16803,
36212,
67234,
70204,
2576,
47817,
16554,
10014,
39649,
21768,
13382,
38340,
54059,
48319,
70126,
7445,
22399,
48663,
62521,
12931,
32399,
28936,
69515,
42812,
10462,
66822,
65092,
10106,
31244,
70198,
68129,
127,
44277,
12395,
46254,
65302,
29662,
37879,
65504,
8782,
29363,
38629,
55273,
11060,
29588,
12349,
29301,
1867,
1566,
24729,
63618,
18506,
52835,
54804,
5439,
42479,
42295,
35892,
37244,
47451,
48106,
58363,
43867,
19137,
72547,
26651,
29690,
56624,
28138,
14055,
45586,
8651,
6713,
42016,
8693,
47285,
1098,
56061,
20581,
40565,
36285,
54774,
68375,
72467,
10343,
60133,
40840,
23350,
26480,
5532,
14605,
36089,
13031,
33733,
63005,
18828,
59725,
23138,
72526,
43112,
3866,
23155,
8558,
60953,
18884,
35438,
56008,
39761,
41981,
38576,
56871,
917,
47737,
69446,
2626,
25271,
34646,
341,
37897,
64538,
34348,
67426,
53079,
12527,
55255,
44610,
65546,
2260,
5480,
27649,
53468,
497,
46354,
38045,
29576,
5200,
26463,
8715,
70544,
50219,
73092,
30057,
27186,
29660,
52836,
66209,
1642,
59679,
24882,
63530,
15722,
47376,
50807,
73203,
9120,
45680,
59738,
21831,
41297,
24692,
57243,
24782,
50595,
19094,
48584,
48555,
34860,
60788,
52047,
61582,
73095,
53019,
9899,
23228,
44329,
8859,
18043,
41457,
42227,
40803,
33795,
20012,
47298,
65384,
19516,
6008,
73261,
35666,
58088,
24040,
21703,
63085,
25016,
22902,
58243,
66798,
58210,
2527,
72877,
36503,
57992,
33901,
63367,
21889,
44714,
1648,
69020,
61641,
172,
11989,
61387,
61936,
51263,
39424,
44914,
40977,
73925,
50660,
952,
61606,
25329,
13916,
23504,
53280,
51264,
18339,
57856,
31074,
21979,
68911,
42445,
3493,
59660,
4690,
6621,
34656,
51581,
67154,
66142,
17049,
53488,
40701,
8543,
63015,
38752,
5830,
15645,
28181,
51803,
32682,
73083,
8389,
72561,
14682,
44125,
19755,
18437,
37809,
58896,
56782,
22859,
5196,
28854,
52739,
28266,
73472,
21845,
35978,
35588,
57591,
52983,
11561,
29609,
17759,
73738,
45070,
25921,
51424,
74056,
72373,
45594,
44385,
5349,
65856,
56192,
45904,
32231,
6177,
2162,
61649,
21251,
4566,
70553,
41190,
25938,
27542,
27090,
56219,
73563,
31088,
54004,
70048,
3022,
16785,
58915,
73166,
44005,
60708,
70812,
47488,
12013,
1771,
52241,
35609,
36662,
44989,
34207,
24623,
47837,
255,
4553,
50307,
63501,
50892,
33346,
67287,
39253,
38883,
56105,
11206,
64557,
54769,
63431,
14352,
6379,
67028,
5682,
38675,
6666,
5236,
21395,
36698,
48142,
51286,
42336,
31706,
3345,
47932,
31478,
9532,
73761,
56671,
68926,
5948,
50924,
54124,
49803,
45943,
9416,
64344,
18984,
20418,
18771,
16973,
44237,
66917,
53267,
60301,
18067,
24561,
45213,
24003,
67407,
21502,
69897,
57803,
73759,
73907,
45239,
25764,
29024,
62429,
5050,
50797,
33439,
50003,
71083,
21851,
156,
26070,
70845,
64391,
40193,
42472,
24140,
17980,
44033,
60837,
60934,
59198,
73351,
27179,
38268,
64822,
67220,
14858,
5405,
41873,
35681,
28014,
60882,
37197,
56169,
40819,
47268,
25093,
28902,
2647,
49267,
51138,
33337,
43335,
12859,
2376,
26685,
67230,
7453,
14709,
45608,
66170,
7066,
49528,
36390,
71159,
20907,
60947,
28109,
8222,
63419,
39541,
66799,
42453,
44948,
16134,
7150,
46674,
19347,
73368,
62965,
51437,
7712,
27678,
19658,
8612,
43393,
63767,
60743,
38868,
45892,
7693,
44321,
15346,
3798,
30873,
53741,
61491,
4689,
54616,
43137,
39951,
6774,
53301,
44379,
19784,
11880,
10311,
71114,
48596,
12571,
23249,
15606,
22941,
63544,
65483,
24859,
50004,
26180,
25677,
7806,
42941,
46795,
21682,
53244,
46016,
56537,
57183,
71758,
57645,
21981,
30118,
34419,
646,
40521,
31158,
41396,
72673,
47571,
819,
10881,
3810,
7012,
25928,
57357,
68059,
52523,
20022,
35242,
5772,
68411,
22773,
30840,
34085,
11864,
11913,
11340,
22905,
74212,
3420,
49412,
54054,
34444,
39470,
23901,
66573,
57779,
40835,
50316,
37342,
5566,
60737,
57943,
66476,
59939,
72408,
11873,
48702,
7015,
12932,
28055,
36746,
70432,
32209,
65582,
32082,
62792,
45653,
2961,
865,
73028,
62864,
66136,
48998,
48514,
15090,
62509,
17001,
16442,
32264,
25727,
19946,
2067,
7533,
65221,
54802,
71245,
56479,
25532,
52859,
26502,
15117,
62162,
24291,
51849,
36701,
20985,
19748,
37505,
11439,
14217,
36525,
63725,
37482,
21715,
72903,
38794,
30054,
65097,
41517,
14239,
48270,
67159,
29086,
26104,
11498,
44768,
19116,
15023,
40676,
8210,
33076,
56754,
30889,
46522,
11557,
27438,
4104,
65080,
69215,
36505,
9490,
20545,
26335,
20696,
38555,
62469,
52442,
39356,
57625,
51228,
22062,
3390,
52933,
64378,
27382,
24366,
584,
29605,
47843,
32981,
23712,
36757,
2505,
56157,
62541,
48317,
33697,
23739,
38956,
47565,
22228,
46096,
71805,
37621,
58278,
11057,
29557,
16939,
60804,
15704,
48807,
10913,
61545,
37822,
3474,
33257,
21503,
14268,
40583,
65287,
17622,
69264,
42084,
74154,
1520,
73005,
8490,
68489,
18792,
51364,
44553,
12148,
63920,
7497,
1951,
26958,
65897,
15227,
17963,
29326,
59684,
60256,
40915,
54884,
4505,
24316,
2843,
38403,
53329,
50169,
27766,
55507,
6481,
28793,
60763,
54535,
64182,
11863,
1945,
42937,
7836,
10177,
44023,
4736,
10658,
18927,
42536,
60925,
20026,
62025,
65029,
34443,
49050,
16075,
14208,
42791,
49532,
33022,
67529,
47546,
28169,
17256,
27252,
11454,
24354,
49659,
59703,
15534,
57208,
12820,
42519,
61228,
17780,
9587,
35313,
48852,
26297,
50871,
41014,
14737,
29103,
13272,
60981,
23040,
69479,
61110,
5912,
69460,
9268,
58766,
69125,
33215,
5531,
31846,
26146,
44608,
39404,
473,
918,
53322,
